Cell Line Name,Disease Site,Sex,Age,Derived From Site,"European, South",Native American,African,"East Asian, North","European, North","East Asian, South",South Asian
NCI-H596,Lung adenosquamous carcinoma,Male,73Y,Lung,35.26,0.0,0.07,2.55,62.11,0.0,0.0
NCI-H630,Unknown,Sex unspecified,Age unspecified,Unknown,29.61,0.04,0.0,0.0,67.59,1.38,1.38
NCI-H64,Lung small cell carcinoma,Female,48Y,Lymph node,11.33,0.62,67.82,1.03,19.2,0.0,0.0
NCI-H647,Lung adenosquamous carcinoma,Male,56Y,Pleural effusion,27.13,0.88,0.0,0.0,70.95,0.0,1.04
NCI-H650,Lung adenocarcinoma,Male,Age unspecified,Lung,33.15,0.0,0.0,1.27,65.1,0.48,0.0
NCI-H660,Prostate small cell carcinoma,Male,63Y,Cervical lymph node,37.0,0.0,2.18,2.77,58.05,0.0,0.0
NCI-H661,Lung large cell carcinoma,Male,43Y,Lymph node,34.14,0.51,0.22,0.62,63.58,0.0,0.92
NCI-H69,Lung small cell carcinoma,Male,55Y,Pleural effusion,35.34,0.0,0.79,1.48,61.96,0.0,0.42
NCI-H716,Cecum adenocarcinoma,Male,33Y,Ascites,44.03,14.7,3.04,4.64,30.38,0.0,3.2
NCI-H720,Lung carcinoid tumor,Male,Age unspecified,Lung,60.36,1.07,2.64,3.8,25.94,0.0,6.19
NCI-H727,Lung carcinoid tumor,Female,65Y,Unknown,32.88,0.23,0.37,3.94,62.32,0.0,0.26
NCI-H740,Lung small cell carcinoma,Male,63Y,Lymph node,31.56,0.0,1.71,1.31,64.24,0.0,1.18
NCI-H747,Cecum adenocarcinoma,Male,69Y,Lymph node,60.13,0.23,2.58,4.27,24.28,0.0,8.5
NCI-H748,Lung small cell carcinoma,Male,62Y,Lymph node,6.8,0.85,86.3,1.88,3.72,0.4,0.04
NCI-H810,Lung large cell carcinoma,Male,51Y,Lung,7.26,0.47,81.52,4.23,6.51,0.0,0.0
NCI-H82,Lung small cell carcinoma,Male,41Y,Pleural effusion,19.9,0.0,0.24,1.21,78.65,0.0,0.0
NCI-H820,Lung papillary adenocarcinoma,Male,53Y,Lymph node,32.19,0.0,0.6,0.97,65.84,0.0,0.4
NCI-H835,Lung carcinoid tumor,Female,48Y,Lung,7.28,0.0,80.01,2.97,9.74,0.0,0.0
NCI-H838,Lung adenocarcinoma,Male,59Y,Lymph node,43.22,0.84,0.05,0.79,50.18,1.88,3.04
NCI-H841,Thoracic SMARCA4-deficient undifferentiated tumor,Male,51Y,Lung,40.35,0.0,1.52,2.66,55.47,0.0,0.0
NCI-H847,Lung small cell carcinoma,Male,63Y,Pleural effusion,35.3,0.08,5.07,4.4,55.14,0.0,0.0
NCI-H854,Colon adenocarcinoma,Male,75Y,Colon,31.78,0.03,1.09,1.91,64.74,0.0,0.45
NCI-H889,Lung small cell carcinoma,Female,69Y,Lymph node,26.44,0.0,0.19,1.86,71.51,0.0,0.01
NCI-H929,Plasma cell myeloma,Female,62Y,Pleural effusion,28.21,0.61,0.0,2.52,68.5,0.0,0.16
NCI-N87,Gastric tubular adenocarcinoma,Male,Age unspecified,Liver,16.04,0.0,61.23,2.17,20.57,0.0,0.0
NCO2,"Chronic myelogenous leukemia, BCR-ABL1 positive",Female,35Y,Peripheral blood,1.73,0.0,0.0,82.46,0.0,15.81,0.0
NEC8,Testicular embryonal carcinoma,Male,24Y,Testis,4.15,0.61,2.09,79.76,0.0,13.39,0.0
NH-12,Adrenal gland neuroblastoma,Male,1Y3M,Adrenal gland,0.0,0.0,0.0,74.87,0.0,25.12,0.0
NH-6,Adrenal gland neuroblastoma,Female,9M,Adrenal gland,2.86,0.0,2.3,79.85,0.0,14.99,0.0
NK-92MI,Natural killer cell lymphoblastic leukemia/lymphoma,Male,50Y,Peripheral blood,32.85,0.5,1.91,2.04,62.71,0.0,0.0
NKM-1,Adult acute myeloid leukemia,Male,33Y,Peripheral blood,0.01,0.0,0.0,76.96,0.9,21.17,0.96
NMC-G1,Astrocytoma,Female,Unknown,Brain,0.0,0.0,0.0,81.52,0.0,18.48,0.0
NOMO-1,Adult acute monocytic leukemia,Female,31Y,Bone marrow,0.27,0.99,0.4,76.88,0.98,20.48,0.0
NOS-1 [Human osteosarcoma],Osteosarcoma,Male,16Y,"Bone, left proximal tibia",0.0,0.97,0.0,79.98,0.0,18.61,0.44
NT2-D1,Embryonal carcinoma,Male,22Y,Lung,39.23,0.0,1.78,0.45,53.03,1.42,4.09
NU-DHL-1,Diffuse large B-cell lymphoma,Male,73Y,Left inguinal lymph node,37.82,0.04,2.04,3.55,56.54,0.0,0.0
NU-DUL-1,Diffuse large B-cell lymphoma activated B-cell type,Male,43Y,Cerebrospinal fluid,32.78,0.0,0.0,1.39,63.99,0.48,1.36
NUGC-2,Gastric adenocarcinoma,Female,56Y,Paragastric lymph node,0.61,0.0,0.0,74.56,0.0,24.67,0.16
NUGC-3,Gastric adenocarcinoma,Male,72Y,Brachialis muscle,0.71,0.09,0.0,82.25,0.0,16.95,0.0
NUGC-4,Gastric signet ring cell adenocarcinoma,Female,35Y,Paragastric lymph node,1.27,0.72,0.0,65.95,0.0,32.05,0.0
NY,Osteosarcoma,Male,15Y,"Bone, right femur",0.55,0.2,0.02,78.63,0.59,19.14,0.88
OACM5.1 C,Esophageal adenocarcinoma,Female,47Y,Lymph node,26.29,0.02,0.0,0.0,72.08,0.0,1.6
OACP4 C,Esophageal adenocarcinoma,Male,55Y,Unknown,31.76,0.55,0.19,0.0,66.1,1.33,0.08
OAW28,High grade ovarian serous adenocarcinoma,Female,75Y,Ascites,31.91,0.0,0.74,2.29,63.18,0.0,1.87
OAW42,Ovarian serous cystadenocarcinoma,Female,46Y,Ascites,32.29,0.0,2.28,3.68,61.75,0.0,0.0
OC 314,Ovarian serous adenocarcinoma,Female,39Y,Ascites,21.79,1.66,0.0,1.17,75.37,0.0,0.0
OC 316,Ovarian serous adenocarcinoma,Female,39Y,Ascites,21.63,1.57,0.0,1.31,75.5,0.0,0.0
OCI-AML-2,Adult acute myeloid leukemia,Male,65Y,Peripheral blood,32.89,0.0,1.2,1.51,62.12,0.0,2.28
OCI-AML-3,Adult acute myeloid leukemia,Male,57Y,Peripheral blood,38.78,1.44,0.0,2.86,55.94,0.0,0.99
OCI-AML-5,Adult acute myeloid leukemia,Male,77Y,Peripheral blood,31.16,0.08,1.01,2.79,64.96,0.0,0.0
OCI-Ly10,Diffuse large B-cell lymphoma activated B-cell type,Female,66Y,Lymph node,28.0,0.93,0.25,0.48,70.29,0.0,0.05
OCI-Ly19,Diffuse large B-cell lymphoma germinal center B-cell type,Female,27Y,Bone marrow,39.33,0.0,2.55,4.58,53.54,0.0,0.0
OCI-Ly3,Diffuse large B-cell lymphoma activated B-cell type,Male,52Y,Bone marrow,30.48,0.0,0.02,4.08,65.42,0.0,0.0
OCI-Ly7,Diffuse large B-cell lymphoma germinal center B-cell type,Male,48Y,Peripheral blood,28.35,0.13,0.44,0.0,69.58,0.31,1.19
OCI-M1,Adult acute myeloid leukemia,Sex unspecified,62Y,Unknown,60.94,0.0,3.87,4.72,27.28,0.0,3.18
OCI-My5,Plasma cell myeloma,Sex unspecified,Age unspecified,Peripheral blood,36.05,0.0,3.85,4.08,54.74,0.0,1.28
OCI-My7,Plasma cell myeloma,Sex unspecified,Age unspecified,Unknown,64.1,0.0,2.65,2.7,21.26,1.34,7.94
OCUB-M,Breast carcinoma,Female,53Y,Pleural effusion,4.31,1.63,2.46,78.49,0.0,13.1,0.0
OCUM-1,Gastric signet ring cell adenocarcinoma,Female,38Y,Pleural effusion,0.0,0.6,0.0,77.58,0.0,21.82,0.0
OE19,Esophageal adenocarcinoma,Male,72Y,Esophagus,62.99,0.16,15.01,1.83,8.22,0.0,11.79
OE21,Esophageal squamous cell carcinoma,Male,74Y,Esophagus,33.81,0.0,0.0,1.35,64.63,0.2,0.0
OE33,Barrett adenocarcinoma,Female,73Y,Esophagus,31.03,0.0,0.01,1.2,67.21,0.55,0.0
OELE,Unknown,Female,Age unspecified,Ovary,48.72,0.23,3.73,0.0,40.72,1.63,4.96
OMC-1 [Human cervical carcinoma],"Cervical squamous cell carcinoma, not otherwise specified",Female,52Y,Left supraclavicular lymph node,0.16,0.0,0.0,76.41,0.62,22.8,0.0
ONCO-DG-1,High grade ovarian serous adenocarcinoma,Female,60Y,Ascites,34.52,0.0,0.0,4.26,61.21,0.0,0.0
Onda 10,Glioblastoma,Male,62Y,"Brain, left parietal lobe",0.0,0.27,0.63,79.08,0.4,19.61,0.0
Onda 11,Glioblastoma,Female,64Y,"Brain, right parietal lobe",2.21,1.06,1.72,76.42,1.56,17.02,0.0
ONS-76,"Medulloblastoma, SHH-activated, TP53-wildtype",Female,2Y,Brain,4.58,0.0,3.13,83.83,0.0,8.46,0.0
OPM-1,Plasma cell myeloma,Female,56Y,Peripheral blood,2.68,0.0,0.52,74.49,0.0,22.3,0.0
OPM-2,Plasma cell myeloma,Female,56Y,Peripheral blood,1.51,0.0,0.58,74.2,0.08,23.62,0.0
OS-RC-2,Clear cell renal cell carcinoma,Male,52Y,Kidney,1.66,0.0,0.1,77.03,0.95,20.25,0.0
OSC-19,Tongue squamous cell carcinoma,Male,61Y,Cervical lymph node,0.01,0.32,0.1,72.98,1.7,24.24,0.65
OSC-20,Tongue squamous cell carcinoma,Female,59Y,Cervical lymph node,4.24,0.23,3.14,75.72,0.0,16.66,0.0
OUMS-23,Colon carcinoma,Male,37Y,Pericardial effusion,1.41,0.0,0.0,82.03,0.0,16.25,0.32
OUMS-27,Primary central chondrosarcoma,Male,65Y,"Bone, left proximal humerus",2.39,0.0,0.16,79.69,0.0,17.75,0.0
OV-90,Ovarian adenocarcinoma,Female,64Y,Ascites,53.08,0.0,2.24,2.36,37.26,0.0,5.06
OV17R,Ovarian adenocarcinoma,Female,50Y,Ascites,35.44,0.0,2.39,1.99,60.17,0.0,0.0
OV56,Ovarian serous adenocarcinoma,Female,46Y,Ascites,27.28,0.0,0.0,0.0,69.8,0.52,2.39
OV7,Ovarian carcinoma,Female,78Y,Ovary,31.62,0.0,1.94,1.71,63.24,0.0,1.49
OVCA420,Ovarian serous adenocarcinoma,Female,Age unspecified,Ovary,8.81,0.0,82.47,2.6,3.32,0.0,2.8
OVCA433,Ovarian serous adenocarcinoma,Female,Age unspecified,Ovary,38.24,1.3,0.31,0.31,59.83,0.0,0.0
OVCAR-3,High grade ovarian serous adenocarcinoma,Female,60Y,Ascites,35.08,0.0,0.0,3.99,60.92,0.0,0.0
OVCAR-4,High grade ovarian serous adenocarcinoma,Female,42Y,Ascites,42.96,0.0,0.0,3.58,53.46,0.0,0.0
OVCAR-5,High grade ovarian serous adenocarcinoma,Female,67Y,Ascites,31.46,0.13,0.0,0.98,67.06,0.0,0.37
OVCAR-8,High grade ovarian serous adenocarcinoma,Female,64Y,Unknown,34.66,0.0,0.22,3.41,60.74,0.0,0.98
OVISE,Ovarian clear cell adenocarcinoma,Female,40Y,"Pelvis, innominate bone",2.13,0.0,0.05,80.54,0.0,17.28,0.0
OVK18,Ovarian endometrioid adenocarcinoma,Female,49Y,Ascites,0.0,0.0,0.0,78.65,0.0,21.35,0.0
OVKATE,High grade ovarian serous adenocarcinoma,Female,40Y,Ovary,0.72,0.0,2.37,79.04,0.0,17.87,0.0
OVMANA,Ovarian clear cell adenocarcinoma,Female,51Y,Ovary,0.0,0.0,0.0,79.88,0.36,19.76,0.0
OVMIU,High grade ovarian serous adenocarcinoma,Female,64Y,Ovary,0.0,0.2,0.26,75.07,0.0,23.44,1.02
OVSAHO,High grade ovarian serous adenocarcinoma,Female,56Y,Abdomen,2.15,0.0,0.0,83.52,0.0,14.27,0.06
OVTOKO,Ovarian clear cell adenocarcinoma,Female,78Y,Spleen,0.89,0.0,0.0,82.47,0.0,16.63,0.0
P12-Ichikawa,Childhood T acute lymphoblastic leukemia,Male,7Y,Peripheral blood,0.35,0.31,0.9,84.31,0.65,13.48,0.0
P30/OHK,Childhood B acute lymphoblastic leukemia,Female,11Y,Bone marrow,0.0,0.0,0.0,75.09,0.0,24.91,0.0
P31/FUJ,Childhood acute myeloid leukemia,Male,7Y,Peripheral blood,0.0,0.0,0.0,79.39,0.0,20.61,0.0
P32/ISH,EBV-related Burkitt lymphoma,Male,8Y,Unknown,0.0,0.0,0.0,72.36,0.0,27.64,0.0
P3HR-1,EBV-related Burkitt lymphoma,Male,7Y,Ascites,1.51,0.0,97.8,0.68,0.0,0.0,0.0
PA-1,Ovarian mixed germ cell tumor,Female,12Y,Ascites,32.58,17.69,21.08,1.54,26.01,0.7,0.4
Panc 02.03,Pancreatic adenocarcinoma,Female,70Y,Pancreas,35.18,0.75,1.78,2.77,59.53,0.0,0.0
Panc 02.13,Pancreatic adenocarcinoma,Female,64Y,Pancreas,32.69,0.98,2.03,0.28,63.98,0.0,0.04
Panc 03.27,Pancreatic adenocarcinoma,Female,65Y,Pancreas,39.18,0.0,1.16,2.19,56.57,0.0,0.9
Panc 04.03,Pancreatic ductal adenocarcinoma,Male,70Y,Pancreas,19.17,0.03,0.36,3.59,75.12,0.0,1.72
Panc 05.04,Pancreatic ductal adenocarcinoma,Female,77Y,Pancreas,30.05,0.0,0.0,0.48,67.06,0.0,2.41
Panc 08.13,Pancreatic ductal adenocarcinoma,Male,85Y,Pancreas,32.37,0.57,2.26,2.49,62.31,0.0,0.0
Panc 10.05,Pancreatic ductal adenocarcinoma,Male,81Y,Pancreas,31.0,1.14,0.61,0.96,66.18,0.0,0.11
PANC-1,Pancreatic ductal adenocarcinoma,Male,56Y,Pancreas,35.65,0.0,2.26,2.09,60.0,0.0,0.0
PaTu 8902,Pancreatic adenocarcinoma,Female,44Y,Pancreas,35.45,0.21,0.0,1.73,62.61,0.0,0.0
PaTu 8988s,Pancreatic adenocarcinoma,Female,64Y,Liver,38.45,0.0,1.16,1.35,59.03,0.0,0.0
PaTu 8988t,Pancreatic adenocarcinoma,Female,64Y,Liver,36.86,0.0,0.4,0.58,61.7,0.47,0.0
PC-14,Lung adenocarcinoma,Male,45Y,Lymph node,1.72,0.0,0.88,83.17,0.0,13.42,0.81
PC-3,Prostate carcinoma,Male,62Y,Bone,32.14,0.0,0.41,0.52,65.73,0.0,1.19
PC-3 [Human lung carcinoma],Lung adenocarcinoma,Female,48Y,Lymph node,1.63,0.0,0.27,77.82,0.0,20.28,0.0
PCI-04B,Laryngeal squamous cell carcinoma,Male,51Y,Lymph node,37.12,0.0,0.38,1.29,61.21,0.0,0.0
PCI-06A,Tonsillar squamous cell carcinoma,Male,81Y,"Oral cavity, tonsil",28.85,0.0,0.89,1.02,68.64,0.0,0.59
PCI-15A,Pyriform fossa squamous cell carcinoma,Male,69Y,"Pharynx, hypopharynx, pyriform sinus",34.95,0.21,0.36,2.01,62.27,0.0,0.21
PCI-30,Tongue squamous cell carcinoma,Male,54Y,Unknown,50.82,0.0,0.38,0.85,42.64,0.5,4.81
PCI-38,Tongue squamous cell carcinoma,Male,56Y,Unknown,55.42,0.0,3.33,3.92,30.5,0.0,6.82
PCM6,Plasma cell myeloma,Female,63Y,Peripheral blood,0.08,0.38,1.03,74.85,0.0,22.81,0.86
PE/CA-PJ15,Tongue squamous cell carcinoma,Male,45Y,"Oral cavity, tongue",35.0,0.0,1.75,3.5,59.74,0.0,0.0
PE/CA-PJ34 (clone C12),Head and neck basaloid carcinoma,Male,60Y,Oral cavity,39.01,0.0,3.76,3.52,53.71,0.0,0.0
PE/CA-PJ41 (clone D2),Oral cavity squamous cell carcinoma,Female,67Y,Unknown,31.58,0.0,2.91,3.3,62.2,0.0,0.0
PE/CA-PJ49,Tongue squamous cell carcinoma,Male,57Y,"Oral cavity, tongue",33.63,0.0,2.94,4.31,59.12,0.0,0.0
Peer,Childhood T acute lymphoblastic leukemia,Female,4Y,Peripheral blood,72.11,0.87,3.73,2.76,10.64,0.35,9.54
PEO1,BRCA2-associated hereditary breast and ovarian cancer syndrome,Female,Age unspecified,Ascites,28.85,0.14,0.0,0.57,70.43,0.0,0.0
PF-382,Childhood T acute lymphoblastic leukemia,Female,6Y,Pleural effusion,53.26,0.0,0.02,0.88,36.79,0.06,8.99
Pfeiffer,Diffuse large B-cell lymphoma germinal center B-cell type,Male,Adult,Pleural effusion,63.47,0.65,1.72,0.0,22.11,2.24,9.82
PFSK-1,Primitive neuroectodermal tumor,Male,1Y10M,"Brain, right frontal lobe",30.55,0.0,0.31,2.03,66.34,0.0,0.77
PK-1,Pancreatic ductal adenocarcinoma,Male,Age unspecified,Liver,1.25,0.0,0.26,88.21,0.7,8.65,0.93
PK-45H,Pancreatic carcinoma,Sex unspecified,Age unspecified,Unknown,0.8,0.12,1.31,85.33,0.0,10.26,2.18
PK-59,Pancreatic carcinoma,Female,66Y,Liver,1.44,0.12,0.0,83.8,0.0,14.64,0.0
PL-21,Adult acute myeloid leukemia,Male,24Y,Peripheral blood,1.05,1.5,0.0,78.62,0.0,18.83,0.0
PL4,Pancreatic ductal adenocarcinoma,Unknown,Unknown,Unknown,31.75,0.0,0.4,1.3,64.99,1.55,0.0
PL45,Pancreatic ductal adenocarcinoma,Male,81Y,Unknown,34.98,0.0,1.25,1.71,62.06,0.0,0.0
PLB-985,Adult acute myeloid leukemia,Female,36Y,Peripheral blood,28.11,0.0,0.99,1.35,69.55,0.0,0.0
PLC/PRF/5,Adult hepatocellular carcinoma,Male,24Y,Liver,2.59,0.0,95.79,1.61,0.0,0.0,0.0
PrEC LH,Unknown,Male,Unknown,"Prostate, epithelium",31.28,0.0,0.32,0.26,67.13,0.0,1.0
PSN1,Pancreatic adenocarcinoma,Male,Age unspecified,Pancreas,0.0,0.0,0.0,83.56,0.0,16.44,0.0
PWR-1E,Unknown,Male,67Y,"Prostate, epithelium",30.58,0.0,2.52,2.82,64.08,0.0,0.0
QGP-1,Pancreatic somatostatinoma,Male,61Y,"Pancreas, islets of Langerhans",0.0,0.0,0.0,82.5,0.0,17.02,0.48
QIMR-WIL,Adult acute myeloid leukemia,Female,69Y,Peripheral blood,28.92,0.0,0.0,0.0,70.81,0.0,0.26
Raji,EBV-related Burkitt lymphoma,Male,11Y,"Bone, jaw, maxilla",0.0,0.0,99.39,0.6,0.0,0.0,0.0
Ramos.2G6.4C10,Burkitt lymphoma,Male,3Y,Ascites,25.29,43.61,4.71,3.64,22.74,0.0,0.0
RC-K8,Diffuse large B-cell lymphoma germinal center B-cell type,Male,55Y,Peritoneal effusion,0.0,1.19,0.0,73.44,0.06,24.52,0.79
RCC10RGB,Renal cell carcinoma,Male,Unknown,Kidney,0.08,0.0,0.11,84.52,0.0,15.29,0.0
RCC4,Clear cell renal cell carcinoma,Sex unspecified,Age unspecified,Kidney,39.47,0.0,1.89,3.32,55.04,0.0,0.27
RCH-ACV,Childhood B acute lymphoblastic leukemia,Female,8Y,Bone marrow,30.22,0.59,0.05,1.16,65.94,0.0,2.04
RCM-1 [Human rectal adenocarcinoma],Rectal adenocarcinoma,Female,73Y,Rectum,0.77,0.0,0.97,75.44,0.0,22.81,0.01
RD,Embryonal rhabdomyosarcoma,Female,7Y,"Pelvis, muscle",37.61,0.0,3.96,4.77,53.65,0.0,0.0
RD-ES,Ewing sarcoma,Male,19Y,"Bone, humerus",33.89,0.02,1.21,3.1,61.77,0.0,0.0
REC-1,Mantle cell lymphoma,Male,61Y,Peripheral blood,46.91,0.0,1.88,2.34,48.87,0.0,0.0
Reh,Childhood B acute lymphoblastic leukemia,Female,15Y,Peripheral blood,58.04,0.09,21.18,1.57,15.6,2.0,1.52
RERF-GC-1B,Gastric adenocarcinoma,Male,41Y,Pyloric lymph node,1.57,0.65,0.94,82.0,0.0,14.34,0.5
RERF-LC-A1,Lung squamous cell carcinoma,Male,Age unspecified,Pleural effusion,0.0,0.0,0.35,91.19,1.14,6.87,0.45
RERF-LC-Ad1,Lung adenocarcinoma,Male,70Y,Lung,0.57,0.0,0.0,76.75,0.0,22.67,0.0
RERF-LC-Ad2,Lung adenocarcinoma,Male,Age unspecified,Lung,2.52,0.0,0.21,77.51,0.0,19.75,0.0
RERF-LC-FM,Lung small cell carcinoma,Male,Age unspecified,Pleural effusion,0.57,0.0,0.25,77.86,0.0,20.45,0.87
RERF-LC-KJ,Lung adenocarcinoma,Male,78Y,Unknown,5.26,0.0,3.56,81.6,0.0,9.57,0.0
RERF-LC-MS,Lung adenocarcinoma,Male,Age unspecified,Lung,4.39,0.17,1.74,85.02,0.0,8.67,0.0
RERF-LC-Sq1,Lung squamous cell carcinoma,Female,74Y,Lung,1.32,0.0,0.0,81.28,0.0,17.4,0.0
RF-48,Lymphoma,Male,62Y,Unknown,29.24,31.68,5.29,3.25,27.68,0.0,2.87
Rh18,Alveolar rhabdomyosarcoma,Female,2Y,"Perineus, muscle",16.06,0.16,74.53,4.19,5.05,0.0,0.0
Rh30,Alveolar rhabdomyosarcoma,Male,17Y,Bone marrow,41.87,0.36,2.64,1.57,49.28,0.14,4.15
Rh41,Alveolar rhabdomyosarcoma,Female,7Y,Lung,32.3,0.0,0.0,1.24,66.46,0.0,0.0
Ri-1,Diffuse large B-cell lymphoma activated B-cell type,Female,57Y,Peripheral blood,47.45,0.0,3.88,3.34,45.33,0.0,0.0
RKN,Ovarian leiomyosarcoma,Female,45Y,Ovary,0.14,0.0,0.0,77.67,0.0,22.19,0.0
RKO,Colon carcinoma,Sex unspecified,Age unspecified,Colon,6.93,2.85,81.43,1.14,7.64,0.0,0.0
RL,Diffuse large B-cell lymphoma,Male,52Y,Ascites,28.35,1.05,0.0,0.17,68.96,0.0,1.47
RL95-2,Endometrial adenosquamous carcinoma,Female,65Y,Endometrium,28.28,0.33,0.0,1.49,68.38,0.0,1.52
RMG-I,Ovarian clear cell adenocarcinoma,Female,34Y,Ascites,0.0,0.61,0.0,81.67,0.42,17.3,0.0
RMUG-S,Ovarian mucinous cystadenocarcinoma,Female,62Y,Ovary,3.86,0.79,0.94,40.77,0.0,53.64,0.0
ROS-50,Adult B acute lymphoblastic leukemia,Male,69Y,Peripheral blood,31.58,0.07,0.0,0.46,66.51,0.0,1.38
RPMI-2650,Head and neck squamous cell carcinoma,Male,52Y,Pleural effusion,28.23,0.9,0.38,1.71,68.78,0.0,0.0
RPMI-6666,Unknown,Male,29Y,Unknown,27.33,0.17,0.0,0.15,71.83,0.0,0.52
RPMI-7951,Melanoma,Female,18Y,Lymph node,33.24,1.85,0.0,0.16,64.75,0.0,0.0
RPMI-8226,Plasma cell myeloma,Male,61Y,Peripheral blood,13.24,0.0,73.94,1.06,11.76,0.0,0.0
RPMI-8402,Childhood T acute lymphoblastic leukemia,Female,16Y,Peripheral blood,35.77,0.0,0.88,2.78,60.56,0.0,0.0
RPMI-8866,"Chronic myelogenous leukemia, BCR-ABL1 positive",Female,51Y,Peripheral blood,29.33,0.14,0.0,0.0,67.29,0.0,3.24
RS4;11,Adult B acute lymphoblastic leukemia,Female,32Y,Bone marrow,31.4,0.02,0.0,0.0,65.49,1.26,1.83
RT-112,Bladder carcinoma,Female,Age unspecified,Urinary bladder,32.8,0.0,0.0,1.6,65.6,0.0,0.0
RT-4,Bladder carcinoma,Male,63Y,Urinary bladder,31.61,0.0,0.0,2.72,64.69,0.0,0.98
RT112/84,Bladder carcinoma,Female,Age unspecified,Urinary bladder,36.11,0.0,2.22,2.64,59.02,0.0,0.0
RVH-421,Melanoma,Male,28Y,Brain,28.29,0.0,0.31,2.07,67.75,0.0,1.58
RXF 393L,Renal cell carcinoma,Male,54Y,Unknown,37.15,0.1,0.51,0.0,57.95,0.68,3.61
S-117,Thyroid gland sarcoma,Female,47Y,Thyroid gland,41.93,0.0,3.26,3.68,51.13,0.0,0.0
SaOS-2,Osteosarcoma,Female,11Y,Bone,38.6,0.17,1.32,0.46,52.25,0.55,6.66
Sarc9371,Osteosarcoma,Unknown,Unknown,Unknown,57.68,0.0,0.55,3.77,14.57,0.0,23.42
SAS,Tongue squamous cell carcinoma,Female,69Y,"Oral cavity, tongue",1.46,0.0,1.4,79.62,0.0,16.48,1.04
SAT [Human HNSCC],Head and neck squamous cell carcinoma,Unknown,Unknown,Unknown,0.0,1.29,0.32,77.72,1.81,18.87,0.0
SBC-1,Lung small cell carcinoma,Male,46Y,Lung,0.0,0.47,0.0,73.66,0.0,25.87,0.0
SBC-3,Lung small cell carcinoma,Male,24Y,Bone marrow,0.0,0.39,0.0,77.93,0.0,21.68,0.0
SBC-5,Thoracic SMARCA4-deficient undifferentiated tumor,Male,65Y,Pleural effusion,0.54,0.0,0.28,78.17,0.14,20.72,0.15
Sc-1,Follicular lymphoma,Male,67Y,Ascites,29.81,0.0,1.02,1.9,67.26,0.0,0.0
SCaBER,Bladder squamous cell carcinoma,Male,58Y,Urinary bladder,3.66,1.69,86.54,2.11,6.0,0.0,0.0
SCC-15,Tongue squamous cell carcinoma,Male,55Y,"Oral cavity, tongue",30.64,0.0,0.0,2.32,67.04,0.0,0.0
SCC-25,Tongue squamous cell carcinoma,Male,70Y,"Oral cavity, tongue",35.91,0.24,2.72,4.71,56.41,0.0,0.0
SCC-3,B-cell non-Hodgkin lymphoma,Female,20Y,Pleural effusion,6.83,0.0,4.47,76.44,0.0,12.26,0.0
SCC-4,Tongue squamous cell carcinoma,Male,55Y,"Oral cavity, tongue",28.55,0.04,0.0,0.0,69.79,1.1,0.53
SCC-9,Tongue squamous cell carcinoma,Male,25Y,"Oral cavity, tongue, anterior part",61.6,0.1,0.25,1.78,30.07,0.03,6.17
SCH,Gastric choriocarcinoma,Male,46Y,Omentum,0.0,0.0,0.0,77.74,0.0,22.24,0.01
SCLC-21H,Lung small cell carcinoma,Male,46Y,Pleural effusion,34.82,1.19,0.58,1.82,61.58,0.0,0.0
SEM,Childhood B acute lymphoblastic leukemia,Female,5Y,Peripheral blood,32.35,0.05,0.88,2.53,64.12,0.0,0.07
SET-2,Adult acute megakaryoblastic leukemia,Female,71Y,Peripheral blood,4.67,0.0,7.24,78.39,0.0,9.7,0.0
SF126,Glioblastoma,Female,50Y,"Brain, left frontal lobe",44.04,0.0,0.24,1.63,51.32,0.0,2.77
SF172,Glioblastoma,Female,36Y,Brain,12.87,0.48,75.55,4.1,7.0,0.0,0.0
SF268,Astrocytoma,Female,24Y,"Brain, right parietal lobe",32.77,0.34,0.25,0.35,65.25,0.0,1.04
SF295,Glioblastoma,Female,67Y,"Brain, left temporal lobe",25.86,0.0,0.0,1.31,72.83,0.0,0.0
SF539,Gliosarcoma,Female,34Y,"Brain, right temporo-parietal junction",60.44,1.68,1.47,1.5,25.95,2.04,6.93
SF767,Human papillomavirus-related cervical squamous cell carcinoma,Female,66Y,Omentum,33.99,0.35,1.45,2.49,61.71,0.0,0.0
SH-10-TC,Gastric mucinous adenocarcinoma,Unknown,Unknown,Stomach,1.4,0.0,0.0,64.56,0.0,34.04,0.0
SH-4,Melanoma,Female,60Y,Pleural effusion,28.47,0.74,2.19,4.52,64.08,0.0,0.0
SH-SY5Y,Neuroblastoma,Female,4Y,Bone marrow,29.2,1.17,0.0,0.35,69.09,0.1,0.08
SHP-77,Lung small cell carcinoma,Male,54Y,"Lung, left upper lobe",43.74,0.63,3.14,3.39,49.1,0.0,0.0
SIG-M5,Adult acute myeloid leukemia,Male,63Y,Bone marrow,43.72,0.0,2.46,4.98,48.84,0.0,0.0
SiHa,Human papillomavirus-related cervical squamous cell carcinoma,Female,55Y,"Uterus, cervix",0.24,0.0,0.0,84.36,0.0,15.4,0.0
SiMa,Adrenal gland neuroblastoma,Male,1Y8M,Adrenal gland,32.14,0.0,0.65,2.52,63.44,0.0,1.24
SiSo,Human papillomavirus-related cervical adenocarcinoma,Female,67Y,"Uterus, cervix",7.19,0.11,3.91,79.2,0.0,9.59,0.0
